State,Date,deltaconfirmed,deltarecovered,deltatested,deltaother,deltadeceased,deltavaccinated1,deltavaccinated2,delta7confirmed,delta7recovered,delta7tested,delta7other,delta7deceased,delta7vaccinated1,delta7vaccinated2,totalconfirmed,totalrecovered,totaltested,totalother,totaldeceased,totalvaccinated1,totalvaccinated2
Andaman and Nicobar Islands,08-12-2020,5,16,1706,,,,,60,81,11587,,,,,4778,4647,142667,,61,,
Andaman and Nicobar Islands,09-12-2020,5,,1734,,,,,60,64,11617,,,,,4783,4647,144401,,61,,
Andaman and Nicobar Islands,10-12-2020,8,5,1742,,,,,62,55,11788,,,,,4791,4652,146143,,61,,
Andaman and Nicobar Islands,11-12-2020,7,7,1663,,,,,56,48,11854,,,,,4798,4659,147806,,61,,
Andaman and Nicobar Islands,12-12-2020,7,6,2120,,,,,58,49,12278,,,,,4805,4665,149926,,61,,
Andaman and Nicobar Islands,13-12-2020,13,8,2078,,,,,60,49,12678,,,,,4818,4673,152004,,61,,
Andaman and Nicobar Islands,14-12-2020,16,8,1681,,,,,61,50,12724,,,,,4834,4681,153685,,61,,
Andaman and Nicobar Islands,15-12-2020,8,7,1769,,,,,64,41,12787,,,,,4842,4688,155454,,61,,
Andaman and Nicobar Islands,16-12-2020,8,10,1788,,,,,67,51,12841,,,,,4850,4698,157242,,61,,
Andaman and Nicobar Islands,17-12-2020,10,9,1785,,,,,69,55,12884,,,,,4860,4707,159027,,61,,
Andaman and Nicobar Islands,18-12-2020,9,5,1829,,,,,71,53,13050,,,,,4869,4712,160856,,61,,
Andaman and Nicobar Islands,19-12-2020,6,7,1965,,,,,70,54,12895,,,,,4875,4719,162821,,61,,
Andaman and Nicobar Islands,20-12-2020,6,13,2203,,,,,63,59,13020,,,,,4881,4732,165024,,61,,
Andaman and Nicobar Islands,21-12-2020,7,8,1821,,1,,,54,59,13160,,1,,,4888,4740,166845,,62,,
Andaman and Nicobar Islands,22-12-2020,5,9,1924,,,,,51,61,13315,,1,,,4893,4749,168769,,62,,
Andaman and Nicobar Islands,23-12-2020,3,12,1897,,,,,46,63,13424,,1,,,4896,4761,170666,,62,,
Andaman and Nicobar Islands,24-12-2020,5,14,2090,,,,,41,68,13729,,1,,,4901,4775,172756,,62,,
Andaman and Nicobar Islands,25-12-2020,11,6,1726,,,,,43,69,13626,,1,,,4912,4781,174482,,62,,
Andaman and Nicobar Islands,26-12-2020,,8,1096,,,,,37,70,12757,,1,,,4912,4789,175578,,62,,
Andaman and Nicobar Islands,27-12-2020,12,9,1320,,,,,43,66,11874,,1,,,4924,4798,176898,,62,,
Andaman and Nicobar Islands,28-12-2020,5,5,1028,,,,,41,63,11081,,,,,4929,4803,177926,,62,,
Andaman and Nicobar Islands,29-12-2020,7,8,1518,,,,,43,62,10675,,,,,4936,4811,179444,,62,,
Andaman and Nicobar Islands,30-12-2020,5,9,1182,,,,,45,59,9960,,,,,4941,4820,180626,,62,,
Andaman and Nicobar Islands,31-12-2020,4,6,1014,,,,,44,51,8884,,,,,4945,4826,181640,,62,,
Andaman and Nicobar Islands,01-01-2021,1,4,991,,,,,34,49,8149,,,,,4946,4830,182631,,62,,
Andaman and Nicobar Islands,02-01-2021,1,7,1094,,,,,35,48,8147,,,,,4947,4837,183725,,62,,
Andaman and Nicobar Islands,03-01-2021,1,9,1230,,,,,24,48,8057,,,,,4948,4846,184955,,62,,
Andaman and Nicobar Islands,04-01-2021,,2,1185,,,,,19,45,8214,,,,,4948,4848,186140,,62,,
Andaman and Nicobar Islands,05-01-2021,1,8,975,,,,,13,45,7671,,,,,4949,4856,187115,,62,,
Andaman and Nicobar Islands,06-01-2021,,3,1236,,,,,8,39,7725,,,,,4949,4859,188351,,62,,
Andaman and Nicobar Islands,07-01-2021,9,5,1680,,,,,13,38,8391,,,,,4958,4864,190031,,62,,
Andaman and Nicobar Islands,08-01-2021,1,2,1175,,,,,13,36,8575,,,,,4959,4866,191206,,62,,
Andaman and Nicobar Islands,09-01-2021,,7,1354,,,,,12,36,8835,,,,,4959,4873,192560,,62,,
Andaman and Nicobar Islands,10-01-2021,1,2,1159,,,,,12,29,8764,,,,,4960,4875,193719,,62,,
Andaman and Nicobar Islands,11-01-2021,3,9,1632,,,,,15,36,9211,,,,,4963,4884,195351,,62,,
Andaman and Nicobar Islands,12-01-2021,3,2,1508,,,,,17,30,9744,,,,,4966,4886,196859,,62,,
Andaman and Nicobar Islands,13-01-2021,3,5,1619,,,,,20,32,10127,,,,,4969,4891,198478,,62,,
Andaman and Nicobar Islands,14-01-2021,7,,1327,,,,,18,27,9774,,,,,4976,4891,199805,,62,,
Andaman and Nicobar Islands,15-01-2021,3,4,1148,,,,,20,29,9747,,,,,4979,4895,200953,,62,,
Andaman and Nicobar Islands,16-01-2021,3,,1568,,,225,,23,22,9961,,,225,,4982,4895,202521,,62,225,
Andaman and Nicobar Islands,17-01-2021,1,1,1220,,,,,23,21,10022,,,225,,4983,4896,203741,,62,225,
Andaman and Nicobar Islands,18-01-2021,5,1,1670,,,217,,25,13,10060,,,442,,4988,4897,205411,,62,442,
Andaman and Nicobar Islands,19-01-2021,1,,1321,,,202,,23,11,9873,,,644,,4989,4897,206732,,62,644,
Andaman and Nicobar Islands,20-01-2021,2,3,1447,,,,,22,9,9701,,,644,,4991,4900,208179,,62,644,
Andaman and Nicobar Islands,21-01-2021,,4,1258,,,388,,15,13,9632,,,1032,,4991,4904,209437,,62,1032,
Andaman and Nicobar Islands,22-01-2021,1,3,1325,,,434,,13,12,9809,,,1466,,4992,4907,210762,,62,1466,
Andaman and Nicobar Islands,23-01-2021,1,,1631,,,532,,11,12,9872,,,1773,,4993,4907,212393,,62,1998,
Andaman and Nicobar Islands,24-01-2021,,1,1074,,,21,,10,12,9726,,,1794,,4993,4908,213467,,62,2019,
Andaman and Nicobar Islands,25-01-2021,1,9,1448,,,350,,6,20,9504,,,1927,,4994,4917,214915,,62,2369,
Andaman and Nicobar Islands,26-01-2021,,,943,,,,,5,20,9126,,,1725,,4994,4917,215858,,62,2369,
Andaman and Nicobar Islands,27-01-2021,,5,1149,,,16,,3,22,8828,,,1741,,4994,4922,217007,,62,2385,
Andaman and Nicobar Islands,28-01-2021,,2,1622,,,271,,3,20,9192,,,1624,,4994,4924,218629,,62,2656,
Andaman and Nicobar Islands,29-01-2021,,3,1855,,,71,,2,20,9722,,,1261,,4994,4927,220484,,62,2727,
Andaman and Nicobar Islands,30-01-2021,,1,1392,,,,,1,21,9483,,,729,,4994,4928,221876,,62,2727,
Andaman and Nicobar Islands,31-01-2021,,,1261,,,,,1,20,9670,,,708,,4994,4928,223137,,62,2727,
Andaman and Nicobar Islands,01-02-2021,,4,1715,,,,,,15,9937,,,358,,4994,4932,224852,,62,2727,
Andaman and Nicobar Islands,02-02-2021,,,1732,,,,,,15,10726,,,358,,4994,4932,226584,,62,2727,
Andaman and Nicobar Islands,03-02-2021,,,1706,,,45,,,10,11283,,,387,,4994,4932,228290,,62,2772,
Andaman and Nicobar Islands,04-02-2021,,,1843,,,166,,,8,11504,,,282,,4994,4932,230133,,62,2938,
Andaman and Nicobar Islands,05-02-2021,3,,1500,,,223,,3,5,11149,,,434,,4997,4932,231633,,62,3161,
Andaman and Nicobar Islands,06-02-2021,3,,1964,,,,,6,4,11721,,,434,,5000,4932,233597,,62,3161,
Andaman and Nicobar Islands,07-02-2021,1,,1475,,,236,,7,4,11935,,,670,,5001,4932,235072,,62,3397,
Andaman and Nicobar Islands,08-02-2021,4,,1571,,,,,11,,11791,,,670,,5005,4932,236643,,62,3397,
Andaman and Nicobar Islands,09-02-2021,2,,1696,,,16,,13,,11755,,,686,,5007,4932,238339,,62,3413,
Andaman and Nicobar Islands,10-02-2021,,,2023,,,,,13,,12072,,,641,,5007,4932,240362,,62,3413,
Andaman and Nicobar Islands,11-02-2021,,,1471,,,41,,13,,11700,,,516,,5007,4932,241833,,62,3454,
Andaman and Nicobar Islands,12-02-2021,,2,1798,,,,,10,2,11998,,,293,,5007,4934,243631,,62,3454,
Andaman and Nicobar Islands,13-02-2021,2,4,2114,,,192,,9,6,12148,,,485,,5009,4938,245745,,62,3646,
Andaman and Nicobar Islands,14-02-2021,,,1544,,,,,8,6,12217,,,249,,5009,4938,247289,,62,3646,
Andaman and Nicobar Islands,15-02-2021,,,1273,,,201,182,4,6,11919,,,450,182,5009,4938,248562,,62,3847,182
Andaman and Nicobar Islands,16-02-2021,4,5,1475,,,,,6,11,11698,,,434,182,5013,4943,250037,,62,3847,182
Andaman and Nicobar Islands,17-02-2021,1,1,1737,,,198,,7,12,11412,,,632,182,5014,4944,251774,,62,4045,182
Andaman and Nicobar Islands,18-02-2021,,,1944,,,302,313,7,12,11885,,,893,495,5014,4944,253718,,62,4347,495
Andaman and Nicobar Islands,19-02-2021,,4,1957,,,106,400,7,14,12044,,,999,895,5014,4948,255675,,62,4453,895
Andaman and Nicobar Islands,20-02-2021,,1,1538,,,393,411,5,11,11468,,,1200,1306,5014,4949,257213,,62,4846,1306
Andaman and Nicobar Islands,21-02-2021,,,1560,,,,,5,11,11484,,,1200,1306,5014,4949,258773,,62,4846,1306
Andaman and Nicobar Islands,22-02-2021,1,,1551,,,596,564,6,11,11762,,,1595,1688,5015,4949,260324,,62,5442,1870
Andaman and Nicobar Islands,23-02-2021,1,,1395,,,123,148,3,6,11682,,,1718,1836,5016,4949,261719,,62,5565,2018
Andaman and Nicobar Islands,24-02-2021,,1,1371,,,79,100,2,6,11316,,,1599,1936,5016,4950,263090,,62,5644,2118
Andaman and Nicobar Islands,25-02-2021,,2,1279,,,390,267,2,8,10651,,,1687,1890,5016,4952,264369,,62,6034,2385
Andaman and Nicobar Islands,26-02-2021,1,,1483,,,100,37,3,4,10177,,,1681,1527,5017,4952,265852,,62,6134,2422
Andaman and Nicobar Islands,27-02-2021,1,,1357,,,,,4,3,9996,,,1288,1116,5018,4952,267209,,62,6134,2422
Andaman and Nicobar Islands,28-02-2021,2,,1290,,,,,6,3,9726,,,1288,1116,5020,4952,268499,,62,6134,2422
Andaman and Nicobar Islands,01-03-2021,,,1300,,,447,134,5,3,9475,,,1139,686,5020,4952,269799,,62,6581,2556
Andaman and Nicobar Islands,02-03-2021,,,1394,,,331,33,4,3,9474,,,1347,571,5020,4952,271193,,62,6912,2589
Andaman and Nicobar Islands,03-03-2021,2,,1817,,,,,6,2,9920,,,1268,471,5022,4952,273010,,62,6912,2589
Andaman and Nicobar Islands,04-03-2021,2,1,1839,,,,,8,1,10480,,,878,204,5024,4953,274849,,62,6912,2589
Andaman and Nicobar Islands,05-03-2021,,1,1622,,,1480,138,7,2,10619,,,2258,305,5024,4954,276471,,62,8392,2727
Andaman and Nicobar Islands,06-03-2021,,1,1966,,,585,138,6,3,11228,,,2843,443,5024,4955,278437,,62,8977,2865
Andaman and Nicobar Islands,07-03-2021,,,1604,,,210,,4,3,11542,,,3053,443,5024,4955,280041,,62,9187,2865
Andaman and Nicobar Islands,08-03-2021,2,2,1914,,,703,133,6,5,12156,,,3309,442,5026,4957,281955,,62,9890,2998
Andaman and Nicobar Islands,09-03-2021,2,1,1537,,,543,39,8,6,12299,,,3521,448,5028,4958,283492,,62,10433,3037
Andaman and Nicobar Islands,10-03-2021,,2,1595,,,316,11,6,8,12077,,,3837,459,5028,4960,285087,,62,10749,3048
Andaman and Nicobar Islands,11-03-2021,,,1418,,,479,12,4,7,11656,,,4316,471,5028,4960,286505,,62,11228,3060
Andaman and Nicobar Islands,12-03-2021,1,1,1692,,,501,85,5,7,11726,,,3337,418,5029,4961,288197,,62,11729,3145
Andaman and Nicobar Islands,13-03-2021,1,3,2144,,,192,137,6,9,11904,,,2944,417,5030,4964,290341,,62,11921,3282
Andaman and Nicobar Islands,14-03-2021,1,,1501,,,,,7,9,11801,,,2734,417,5031,4964,291842,,62,11921,3282
Andaman and Nicobar Islands,15-03-2021,,2,2252,,,439,204,5,9,12139,,,2470,488,5031,4966,294094,,62,12360,3486
Andaman and Nicobar Islands,16-03-2021,1,1,1733,,,272,76,4,9,12335,,,2199,525,5032,4967,295827,,62,12632,3562
Andaman and Nicobar Islands,17-03-2021,3,,1606,,,,,7,7,12346,,,1883,514,5035,4967,297433,,62,12632,3562
Andaman and Nicobar Islands,18-03-2021,1,2,1615,,,470,407,8,9,12543,,,1874,909,5036,4969,299048,,62,13102,3969
Andaman and Nicobar Islands,19-03-2021,2,,1844,,,415,20,9,8,12695,,,1788,844,5038,4969,300892,,62,13517,3989
Andaman and Nicobar Islands,20-03-2021,,,1674,,,268,358,8,5,12225,,,1864,1065,5038,4969,302566,,62,13785,4347
Andaman and Nicobar Islands,21-03-2021,1,,1825,,,,,8,5,12549,,,1864,1065,5039,4969,304391,,62,13785,4347
Andaman and Nicobar Islands,22-03-2021,,,1387,,,376,482,8,3,11684,,,1801,1343,5039,4969,305778,,62,14161,4829
Andaman and Nicobar Islands,23-03-2021,,3,1477,,,590,172,7,5,11428,,,2119,1439,5039,4972,307255,,62,14751,5001
Andaman and Nicobar Islands,24-03-2021,2,1,1557,,,183,67,6,6,11379,,,2302,1506,5041,4973,308812,,62,14934,5068
Andaman and Nicobar Islands,25-03-2021,1,1,1803,,,443,227,6,5,11567,,,2275,1326,5042,4974,310615,,62,15377,5295
Andaman and Nicobar Islands,26-03-2021,1,,1763,,,262,57,5,5,11486,,,2122,1363,5043,4974,312378,,62,15639,5352
Andaman and Nicobar Islands,27-03-2021,1,1,1931,,,350,20,6,6,11743,,,2204,1025,5044,4975,314309,,62,15989,5372
Andaman and Nicobar Islands,28-03-2021,2,1,1509,,,,,7,7,11427,,,2204,1025,5046,4976,315818,,62,15989,5372
Andaman and Nicobar Islands,29-03-2021,6,,1319,,,,,13,7,11359,,,1828,543,5052,4976,317137,,62,15989,5372
Andaman and Nicobar Islands,30-03-2021,29,,1245,,,491,236,42,4,11127,,,1729,607,5081,4976,318382,,62,16480,5608
Andaman and Nicobar Islands,31-03-2021,2,,1482,,,,,42,3,11052,,,1546,540,5083,4976,319864,,62,16480,5608
Andaman and Nicobar Islands,01-04-2021,1,4,1592,,,728,58,42,6,10841,,,1831,371,5084,4980,321456,,62,17208,5666
Andaman and Nicobar Islands,02-04-2021,,1,1545,,,461,-468,41,7,10623,,,2030,-154,5084,4981,323001,,62,17669,5198
Andaman and Nicobar Islands,03-04-2021,14,6,1206,,,521,44,54,12,9898,,,2201,-130,5098,4987,324207,,62,18190,5242
Andaman and Nicobar Islands,04-04-2021,11,3,1619,,,643,1,63,14,10008,,,2844,-129,5109,4990,325826,,62,18833,5243
Andaman and Nicobar Islands,05-04-2021,7,11,1444,,,1094,47,64,25,10133,,,3938,-82,5116,5001,327270,,62,19927,5290
Andaman and Nicobar Islands,06-04-2021,7,9,1467,,,1582,51,42,34,10355,,,5029,-267,5123,5010,328737,,62,21509,5341
Andaman and Nicobar Islands,07-04-2021,8,10,1744,,,1410,9,48,44,10617,,,6439,-258,5131,5020,330481,,62,22919,5350
Andaman and Nicobar Islands,08-04-2021,18,7,1638,,,2477,53,65,47,10663,,,8188,-263,5149,5027,332119,,62,25396,5403
Andaman and Nicobar Islands,09-04-2021,12,1,1552,,,2302,116,77,47,10670,,,10029,321,5161,5028,333671,,62,27698,5519
Andaman and Nicobar Islands,10-04-2021,14,10,2113,,,2179,51,77,51,11577,,,11687,328,5175,5038,335784,,62,29877,5570
Andaman and Nicobar Islands,11-04-2021,15,2,2049,,,2182,42,81,50,12007,,,13226,369,5190,5040,337833,,62,32059,5612
Andaman and Nicobar Islands,12-04-2021,11,10,1649,,,4513,101,85,49,12212,,,16645,423,5201,5050,339482,,62,36572,5713
Andaman and Nicobar Islands,13-04-2021,8,4,2075,,,6497,119,86,44,12820,,,21560,491,5209,5054,341557,,62,43069,5832
Andaman and Nicobar Islands,14-04-2021,38,24,1874,,1,6588,109,116,58,12950,,1,26738,591,5247,5078,343431,,63,49657,5941
Andaman and Nicobar Islands,15-04-2021,15,4,2054,,,5162,138,113,55,13366,,1,29423,676,5262,5082,345485,,63,54819,6079
Andaman and Nicobar Islands,16-04-2021,27,28,2004,,,6592,244,128,82,13818,,1,33713,804,5289,5110,347489,,63,61411,6323
Andaman and Nicobar Islands,17-04-2021,42,36,2250,,1,6129,245,156,108,13955,,2,37663,998,5331,5146,349739,,64,67540,6568
Andaman and Nicobar Islands,18-04-2021,59,54,2347,,,3817,311,200,160,14253,,2,39298,1267,5390,5200,352086,,64,71357,6879
Andaman and Nicobar Islands,19-04-2021,31,12,1668,,,4365,484,220,162,14272,,2,39150,1650,5421,5212,353754,,64,75722,7363
Andaman and Nicobar Islands,20-04-2021,45,31,1753,,,3267,574,257,189,13950,,2,35920,2105,5466,5243,355507,,64,78989,7937
Andaman and Nicobar Islands,21-04-2021,24,33,1935,,,1912,234,243,198,14011,,1,31244,2230,5490,5276,357442,,64,80901,8171
Andaman and Nicobar Islands,22-04-2021,37,33,1461,,1,2476,429,265,227,13418,,2,28558,2521,5527,5309,358903,,65,83377,8600
Andaman and Nicobar Islands,23-04-2021,42,49,1692,,,1824,365,280,248,13106,,2,23790,2642,5569,5358,360595,,65,85201,8965
Andaman and Nicobar Islands,24-04-2021,45,52,999,,1,1609,334,283,264,11855,,2,19270,2731,5614,5410,361594,,66,86810,9299
Andaman and Nicobar Islands,25-04-2021,51,57,1462,,,1055,228,275,267,10970,,2,16508,2648,5665,5467,363056,,66,87865,9527
Andaman and Nicobar Islands,26-04-2021,51,53,1679,,,1425,292,295,308,10981,,2,13568,2456,5716,5520,364735,,66,89290,9819
Andaman and Nicobar Islands,27-04-2021,48,42,1948,,,1181,298,298,319,11176,,2,11482,2180,5764,5562,366683,,66,90471,10117
Andaman and Nicobar Islands,28-04-2021,52,44,1006,,1,923,259,326,330,10247,,3,10493,2205,5816,5606,367689,,67,91394,10376
Andaman and Nicobar Islands,29-04-2021,59,37,1256,,,1023,205,348,334,10042,,2,9040,1981,5875,5643,368945,,67,92417,10581
Andaman and Nicobar Islands,30-04-2021,74,58,1951,,,1076,300,380,343,10301,,2,8292,1916,5949,5701,370896,,67,93493,10881
Andaman and Nicobar Islands,01-05-2021,97,72,1318,,1,557,232,432,363,10620,,2,7240,1814,6046,5773,372214,,68,94050,11113
Andaman and Nicobar Islands,02-05-2021,38,25,793,,1,76,47,419,331,9951,,3,6261,1633,6084,5798,373007,,69,94126,11160
Andaman and Nicobar Islands,03-05-2021,66,52,778,,1,473,444,434,330,9050,,4,5309,1785,6150,5850,373785,,70,94599,11604
Andaman and Nicobar Islands,04-05-2021,31,29,643,,,340,337,417,317,7745,,4,4468,1824,6181,5879,374428,,70,94939,11941
Andaman and Nicobar Islands,05-05-2021,42,49,667,,1,375,501,407,322,7406,,4,3920,2066,6223,5928,375095,,71,95314,12442
Andaman and Nicobar Islands,06-05-2021,32,30,382,,1,703,370,380,315,6532,,5,3600,2231,6255,5958,375477,,72,96017,12812
Andaman and Nicobar Islands,07-05-2021,56,72,490,,,685,354,362,329,5071,,5,3209,2285,6311,6030,375967,,72,96702,13166
Andaman and Nicobar Islands,08-05-2021,30,26,569,,2,500,289,295,283,4322,,6,3152,2342,6341,6056,376536,,74,97202,13455
Andaman and Nicobar Islands,09-05-2021,26,32,397,,2,82,1,283,290,3926,,7,3158,2296,6367,6088,376933,,76,97284,13456
Andaman and Nicobar Islands,10-05-2021,31,37,360,,2,545,349,248,275,3508,,8,3230,2201,6398,6125,377293,,78,97829,13805
Andaman and Nicobar Islands,11-05-2021,28,24,223,,,386,210,245,270,3088,,8,3276,2074,6426,6149,377516,,78,98215,14015
Andaman and Nicobar Islands,12-05-2021,44,26,544,,3,349,230,247,247,2965,,10,3250,1803,6470,6175,378060,,81,98564,14245
Andaman and Nicobar Islands,13-05-2021,40,38,402,,2,264,373,255,255,2985,,11,2811,1806,6510,6213,378462,,83,98828,14618
Andaman and Nicobar Islands,14-05-2021,32,12,425,,2,9,,231,195,2920,,13,2135,1452,6542,6225,378887,,85,98837,14618
Andaman and Nicobar Islands,15-05-2021,26,42,209,,,247,292,227,211,2560,,11,1882,1455,6568,6267,379096,,85,99084,14910
Andaman and Nicobar Islands,16-05-2021,35,16,578,,3,1,11,236,195,2741,,12,1801,1465,6603,6283,379674,,88,99085,14921
Andaman and Nicobar Islands,17-05-2021,35,46,428,,1,429,5,240,204,2809,,11,1685,1121,6638,6329,380102,,89,99514,14926
Andaman and Nicobar Islands,18-05-2021,36,30,293,,3,278,3,248,210,2879,,14,1577,914,6674,6359,380395,,92,99792,14929
Andaman and Nicobar Islands,19-05-2021,35,26,458,,3,503,12,239,210,2793,,14,1731,696,6709,6385,380853,,95,100295,14941
Andaman and Nicobar Islands,20-05-2021,49,16,496,,1,1731,208,248,188,2887,,13,3198,531,6758,6401,381349,,96,102026,15149
Andaman and Nicobar Islands,21-05-2021,31,16,666,,2,766,2,247,192,3128,,13,3955,533,6789,6417,382015,,98,102792,15151
Andaman and Nicobar Islands,22-05-2021,31,24,625,,3,810,1,252,174,3544,,16,4518,242,6820,6441,382640,,101,103602,15152
Andaman and Nicobar Islands,23-05-2021,24,32,625,,2,385,,241,190,3591,,15,4902,231,6844,6473,383265,,103,103987,15152
Andaman and Nicobar Islands,24-05-2021,9,22,131,,1,451,,215,166,3294,,15,4924,226,6853,6495,383396,,104,104438,15152
Andaman and Nicobar Islands,25-05-2021,25,49,331,,2,685,2,204,185,3332,,14,5331,225,6878,6544,383727,,106,105123,15154
Andaman and Nicobar Islands,26-05-2021,23,29,461,,2,809,,192,188,3335,,13,5637,213,6901,6573,384188,,108,105932,15154
Andaman and Nicobar Islands,27-05-2021,16,18,340,,1,611,3,159,190,3179,,13,4517,8,6917,6591,384528,,109,106543,15157
Andaman and Nicobar Islands,28-05-2021,19,39,492,,4,758,5,147,213,3005,,15,4509,11,6936,6630,385020,,113,107301,15162
Andaman and Nicobar Islands,29-05-2021,28,30,544,,,1013,4,144,219,2924,,12,4712,14,6964,6660,385564,,113,108314,15166
Andaman and Nicobar Islands,30-05-2021,20,23,424,,1,242,,140,210,2723,,11,4569,14,6984,6683,385988,,114,108556,15166
Andaman and Nicobar Islands,31-05-2021,21,36,625,,1,528,15,152,224,3217,,11,4646,29,7005,6719,386613,,115,109084,15181
Andaman and Nicobar Islands,01-06-2021,13,26,735,,3,731,5,140,201,3621,,12,4692,32,7018,6745,387348,,118,109815,15186
Andaman and Nicobar Islands,02-06-2021,25,36,523,,1,499,4,142,208,3683,,11,4382,36,7043,6781,387871,,119,110314,15190
Andaman and Nicobar Islands,03-06-2021,27,39,615,,,683,8,153,229,3958,,10,4454,41,7070,6820,388486,,119,110997,15198
Andaman and Nicobar Islands,04-06-2021,18,32,666,,2,501,8,152,222,4132,,8,4197,44,7088,6852,389152,,121,111498,15206
Andaman and Nicobar Islands,05-06-2021,17,24,633,,1,463,16,141,216,4221,,9,3647,56,7105,6876,389785,,122,111961,15222
Andaman and Nicobar Islands,06-06-2021,14,18,789,,,8,,135,211,4586,,8,3413,56,7119,6894,390574,,122,111969,15222
Andaman and Nicobar Islands,07-06-2021,12,18,699,,1,507,28,126,193,4660,,8,3392,69,7131,6912,391273,,123,112476,15250
Andaman and Nicobar Islands,08-06-2021,23,23,822,,2,399,26,136,190,4747,,7,3060,90,7154,6935,392095,,125,112875,15276
Andaman and Nicobar Islands,09-06-2021,14,17,879,,,321,11,125,171,5103,,6,2882,97,7168,6952,392974,,125,113196,15287
Andaman and Nicobar Islands,10-06-2021,29,21,718,,,887,13,127,153,5206,,6,3086,102,7197,6973,393692,,125,114083,15300
Andaman and Nicobar Islands,11-06-2021,36,11,1130,,,746,19,145,132,5670,,4,3331,113,7233,6984,394822,,125,114829,15319
Andaman and Nicobar Islands,12-06-2021,10,12,802,,1,857,29,138,120,5839,,4,3725,126,7243,6996,395624,,126,115686,15348
Andaman and Nicobar Islands,13-06-2021,18,29,910,,,2,,142,131,5960,,4,3719,126,7261,7025,396534,,126,115688,15348
Andaman and Nicobar Islands,14-06-2021,8,9,656,,,936,20,138,122,5917,,3,4148,118,7269,7034,397190,,126,116624,15368
Andaman and Nicobar Islands,15-06-2021,11,15,763,,,909,22,126,114,5858,,1,4658,114,7280,7049,397953,,126,117533,15390
Andaman and Nicobar Islands,16-06-2021,26,30,899,,1,960,23,138,127,5878,,2,5297,126,7306,7079,398852,,127,118493,15413
Andaman and Nicobar Islands,17-06-2021,29,25,728,,,933,29,138,131,5888,,2,5343,142,7335,7104,399580,,127,119426,15442
Andaman and Nicobar Islands,18-06-2021,28,24,631,,,930,18,130,144,5389,,2,5527,141,7363,7128,400211,,127,120356,15460
Andaman and Nicobar Islands,19-06-2021,31,34,786,,,840,37,151,166,5373,,1,5510,149,7394,7162,400997,,127,121196,15497
Andaman and Nicobar Islands,20-06-2021,12,15,772,,,2,,145,152,5235,,1,5510,149,7406,7177,401769,,127,121198,15497
Andaman and Nicobar Islands,21-06-2021,9,14,860,,,758,23,146,157,5439,,1,5332,152,7415,7191,402629,,127,121956,15520
Andaman and Nicobar Islands,22-06-2021,10,4,987,,,2757,36,145,146,5663,,1,7180,166,7425,7195,403616,,127,124713,15556
Andaman and Nicobar Islands,23-06-2021,13,15,878,,,3899,35,132,131,5642,,,10119,178,7438,7210,404494,,127,128612,15591
Andaman and Nicobar Islands,24-06-2021,2,4,703,,,4885,181,105,110,5617,,,14071,330,7440,7214,405197,,127,133497,15772
Andaman and Nicobar Islands,25-06-2021,1,31,690,,,4789,74,78,117,5676,,,17930,386,7441,7245,405887,,127,138286,15846
Andaman and Nicobar Islands,26-06-2021,5,20,642,,,5050,455,52,103,5532,,,22140,804,7446,7265,406529,,127,143336,16301
Andaman and Nicobar Islands,27-06-2021,9,1,959,,,1683,5,49,89,5719,,,23821,809,7455,7266,407488,,127,145019,16306
Andaman and Nicobar Islands,28-06-2021,7,20,732,,1,3485,1129,47,95,5591,,1,26548,1915,7462,7286,408220,,128,148504,17435
Andaman and Nicobar Islands,29-06-2021,4,10,992,,,4544,1107,41,101,5596,,1,28335,2986,7466,7296,409212,,128,153048,18542
Andaman and Nicobar Islands,30-06-2021,1,12,678,,,3422,1281,29,98,5396,,1,27858,4232,7467,7308,409890,,128,156470,19823
Andaman and Nicobar Islands,01-07-2021,2,,851,,,834,1375,29,94,5544,,1,23807,5426,7469,7308,410741,,128,157304,21198
Andaman and Nicobar Islands,02-07-2021,6,17,701,,,1031,1689,34,80,5555,,1,20049,7041,7475,7325,411442,,128,158335,22887
Andaman and Nicobar Islands,03-07-2021,3,5,919,,,995,1886,32,65,5832,,1,15994,8472,7478,7330,412361,,128,159330,24773
Andaman and Nicobar Islands,04-07-2021,4,3,955,,,12,400,27,67,5828,,1,14323,8867,7482,7333,413316,,128,159342,25173
